game_id,season,gameday,away_team
1999_01_MIN_ATL,1999,1999-09-12,MIN
1999_01_KC_CHI,1999,1999-09-12,KC
1999_01_PIT_CLE,1999,1999-09-12,PIT
1999_01_OAK_GB,1999,1999-09-12,OAK
1999_01_BUF_IND,1999,1999-09-12,BUF
1999_01_SF_JAX,1999,1999-09-12,SF
1999_01_CAR_NO,1999,1999-09-12,CAR
1999_01_NE_NYJ,1999,1999-09-12,NE
1999_01_ARI_PHI,1999,1999-09-12,ARI
1999_01_DET_SEA,1999,1999-09-12,DET
1999_01_BAL_STL,1999,1999-09-12,BAL
1999_01_NYG_TB,1999,1999-09-12,NYG
1999_01_CIN_TEN,1999,1999-09-12,CIN
1999_01_DAL_WAS,1999,1999-09-12,DAL
1999_01_MIA_DEN,1999,1999-09-13,MIA
1999_02_PIT_BAL,1999,1999-09-19,PIT
1999_02_NYJ_BUF,1999,1999-09-19,NYJ
1999_02_JAX_CAR,1999,1999-09-19,JAX
1999_02_SEA_CHI,1999,1999-09-19,SEA
1999_02_SD_CIN,1999,1999-09-19,SD
1999_02_GB_DET,1999,1999-09-19,GB
1999_02_DEN_KC,1999,1999-09-19,DEN
1999_02_ARI_MIA,1999,1999-09-19,ARI
1999_02_OAK_MIN,1999,1999-09-19,OAK
1999_02_IND_NE,1999,1999-09-19,IND
1999_02_WAS_NYG,1999,1999-09-19,WAS
1999_02_TB_PHI,1999,1999-09-19,TB
1999_02_NO_SF,1999,1999-09-19,NO
1999_02_CLE_TEN,1999,1999-09-19,CLE
1999_02_ATL_DAL,1999,1999-09-20,ATL
1999_03_CLE_BAL,1999,1999-09-26,CLE
1999_03_PHI_BUF,1999,1999-09-26,PHI
1999_03_CIN_CAR,1999,1999-09-26,CIN
1999_03_MIN_GB,1999,1999-09-26,MIN
1999_03_TEN_JAX,1999,1999-09-26,TEN
1999_03_DET_KC,1999,1999-09-26,DET
1999_03_NYG_NE,1999,1999-09-26,NYG
1999_03_WAS_NYJ,1999,1999-09-26,WAS
1999_03_CHI_OAK,1999,1999-09-26,CHI
1999_03_SEA_PIT,1999,1999-09-26,SEA
1999_03_IND_SD,1999,1999-09-26,IND
1999_03_ATL_STL,1999,1999-09-26,ATL
1999_03_DEN_TB,1999,1999-09-26,DEN
1999_03_SF_ARI,1999,1999-09-27,SF
1999_04_BAL_ATL,1999,1999-10-03,BAL
1999_04_NO_CHI,1999,1999-10-03,NO
1999_04_STL_CIN,1999,1999-10-03,STL
1999_04_NE_CLE,1999,1999-10-03,NE
1999_04_ARI_DAL,1999,1999-10-03,ARI
1999_04_NYJ_DEN,1999,1999-10-03,NYJ
1999_04_TB_MIN,1999,1999-10-03,TB
1999_04_PHI_NYG,1999,1999-10-03,PHI
1999_04_JAX_PIT,1999,1999-10-03,JAX
1999_04_KC_SD,1999,1999-10-03,KC
1999_04_OAK_SEA,1999,1999-10-03,OAK
1999_04_TEN_SF,1999,1999-10-03,TEN
1999_04_CAR_WAS,1999,1999-10-03,CAR
1999_04_BUF_MIA,1999,1999-10-04,BUF
1999_05_NYG_ARI,1999,1999-10-10,NYG
1999_05_PIT_BUF,1999,1999-10-10,PIT
1999_05_CIN_CLE,1999,1999-10-10,CIN
1999_05_SD_DET,1999,1999-10-10,SD
1999_05_TB_GB,1999,1999-10-10,TB
1999_05_MIA_IND,1999,1999-10-10,MIA
1999_05_NE_KC,1999,1999-10-10,NE
1999_05_CHI_MIN,1999,1999-10-10,CHI
1999_05_ATL_NO,1999,1999-10-10,ATL
1999_05_DEN_OAK,1999,1999-10-10,DEN
1999_05_DAL_PHI,1999,1999-10-10,DAL
1999_05_SF_STL,1999,1999-10-10,SF
1999_05_BAL_TEN,1999,1999-10-10,BAL
1999_05_JAX_NYJ,1999,1999-10-11,JAX
1999_06_WAS_ARI,1999,1999-10-17,WAS
1999_06_STL_ATL,1999,1999-10-17,STL
1999_06_OAK_BUF,1999,1999-10-17,OAK
1999_06_PHI_CHI,1999,1999-10-17,PHI
1999_06_PIT_CIN,1999,1999-10-17,PIT
1999_06_GB_DEN,1999,1999-10-17,GB
1999_06_MIN_DET,1999,1999-10-17,MIN
1999_06_CLE_JAX,1999,1999-10-17,CLE
1999_06_MIA_NE,1999,1999-10-17,MIA
1999_06_TEN_NO,1999,1999-10-17,TEN
1999_06_IND_NYJ,1999,1999-10-17,IND
1999_06_SEA_SD,1999,1999-10-17,SEA
1999_06_CAR_SF,1999,1999-10-17,CAR
1999_06_DAL_NYG,1999,1999-10-18,DAL
1999_07_KC_BAL,1999,1999-10-21,KC
1999_07_DET_CAR,1999,1999-10-24,DET
1999_07_WAS_DAL,1999,1999-10-24,WAS
1999_07_CIN_IND,1999,1999-10-24,CIN
1999_07_PHI_MIA,1999,1999-10-24,PHI
1999_07_SF_MIN,1999,1999-10-24,SF
1999_07_DEN_NE,1999,1999-10-24,DEN
1999_07_NO_NYG,1999,1999-10-24,NO
1999_07_NYJ_OAK,1999,1999-10-24,NYJ
1999_07_GB_SD,1999,1999-10-24,GB
1999_07_BUF_SEA,1999,1999-10-24,BUF
1999_07_CLE_STL,1999,1999-10-24,CLE
1999_07_CHI_TB,1999,1999-10-24,CHI
1999_07_ATL_PIT,1999,1999-10-25,ATL
1999_08_NE_ARI,1999,1999-10-31,NE
1999_08_CAR_ATL,1999,1999-10-31,CAR
1999_08_BUF_BAL,1999,1999-10-31,BUF
1999_08_JAX_CIN,1999,1999-10-31,JAX
1999_08_MIN_DEN,1999,1999-10-31,MIN
1999_08_TB_DET,1999,1999-10-31,TB
1999_08_DAL_IND,1999,1999-10-31,DAL
1999_08_SD_KC,1999,1999-10-31,SD
1999_08_CLE_NO,1999,1999-10-31,CLE
1999_08_MIA_OAK,1999,1999-10-31,MIA
1999_08_NYG_PHI,1999,1999-10-31,NYG
1999_08_STL_TEN,1999,1999-10-31,STL
1999_08_CHI_WAS,1999,1999-10-31,CHI
1999_08_SEA_GB,1999,1999-11-01,SEA
1999_09_JAX_ATL,1999,1999-11-07,JAX
1999_09_PHI_CAR,1999,1999-11-07,PHI
1999_09_BAL_CLE,1999,1999-11-07,BAL
1999_09_STL_DET,1999,1999-11-07,STL
1999_09_CHI_GB,1999,1999-11-07,CHI
1999_09_KC_IND,1999,1999-11-07,KC
1999_09_TEN_MIA,1999,1999-11-07,TEN
1999_09_TB_NO,1999,1999-11-07,TB
1999_09_ARI_NYJ,1999,1999-11-07,ARI
1999_09_DEN_SD,1999,1999-11-07,DEN
1999_09_CIN_SEA,1999,1999-11-07,CIN
1999_09_PIT_SF,1999,1999-11-07,PIT
1999_09_BUF_WAS,1999,1999-11-07,BUF
1999_09_DAL_MIN,1999,1999-11-08,DAL
1999_10_DET_ARI,1999,1999-11-14,DET
1999_10_MIA_BUF,1999,1999-11-14,MIA
1999_10_MIN_CHI,1999,1999-11-14,MIN
1999_10_TEN_CIN,1999,1999-11-14,TEN
1999_10_GB_DAL,1999,1999-11-14,GB
1999_10_BAL_JAX,1999,1999-11-14,BAL
1999_10_SF_NO,1999,1999-11-14,SF
1999_10_IND_NYG,1999,1999-11-14,IND
1999_10_SD_OAK,1999,1999-11-14,SD
1999_10_WAS_PHI,1999,1999-11-14,WAS
1999_10_CLE_PIT,1999,1999-11-14,CLE
1999_10_DEN_SEA,1999,1999-11-14,DEN
1999_10_CAR_STL,1999,1999-11-14,CAR
1999_10_KC_TB,1999,1999-11-14,KC
1999_10_NYJ_NE,1999,1999-11-15,NYJ
1999_11_DAL_ARI,1999,1999-11-21,DAL
1999_11_BAL_CIN,1999,1999-11-21,BAL
1999_11_CAR_CLE,1999,1999-11-21,CAR
1999_11_DET_GB,1999,1999-11-21,DET
1999_11_NO_JAX,1999,1999-11-21,NO
1999_11_SEA_KC,1999,1999-11-21,SEA
1999_11_NE_MIA,1999,1999-11-21,NE
1999_11_BUF_NYJ,1999,1999-11-21,BUF
1999_11_IND_PHI,1999,1999-11-21,IND
1999_11_CHI_SD,1999,1999-11-21,CHI
1999_11_STL_SF,1999,1999-11-21,STL
1999_11_ATL_TB,1999,1999-11-21,ATL
1999_11_PIT_TEN,1999,1999-11-21,PIT
1999_11_NYG_WAS,1999,1999-11-21,NYG
1999_11_OAK_DEN,1999,1999-11-22,OAK
1999_12_MIA_DAL,1999,1999-11-25,MIA
1999_12_CHI_DET,1999,1999-11-25,CHI
1999_12_JAX_BAL,1999,1999-11-28,JAX
1999_12_NE_BUF,1999,1999-11-28,NE
1999_12_ATL_CAR,1999,1999-11-28,ATL
1999_12_TEN_CLE,1999,1999-11-28,TEN
1999_12_NYJ_IND,1999,1999-11-28,NYJ
1999_12_SD_MIN,1999,1999-11-28,SD
1999_12_ARI_NYG,1999,1999-11-28,ARI
1999_12_KC_OAK,1999,1999-11-28,KC
1999_12_CIN_PIT,1999,1999-11-28,CIN
1999_12_TB_SEA,1999,1999-11-28,TB
1999_12_NO_STL,1999,1999-11-28,NO
1999_12_PHI_WAS,1999,1999-11-28,PHI
1999_12_GB_SF,1999,1999-11-29,GB
1999_13_PIT_JAX,1999,1999-12-02,PIT
1999_13_PHI_ARI,1999,1999-12-05,PHI
1999_13_NO_ATL,1999,1999-12-05,NO
1999_13_TEN_BAL,1999,1999-12-05,TEN
1999_13_STL_CAR,1999,1999-12-05,STL
1999_13_GB_CHI,1999,1999-12-05,GB
1999_13_SF_CIN,1999,1999-12-05,SF
1999_13_KC_DEN,1999,1999-12-05,KC
1999_13_WAS_DET,1999,1999-12-05,WAS
1999_13_IND_MIA,1999,1999-12-05,IND
1999_13_DAL_NE,1999,1999-12-05,DAL
1999_13_NYJ_NYG,1999,1999-12-05,NYJ
1999_13_SEA_OAK,1999,1999-12-05,SEA
1999_13_CLE_SD,1999,1999-12-05,CLE
1999_13_MIN_TB,1999,1999-12-06,MIN
1999_14_OAK_TEN,1999,1999-12-09,OAK
1999_14_NYG_BUF,1999,1999-12-12,NYG
1999_14_CLE_CIN,1999,1999-12-12,CLE
1999_14_PHI_DAL,1999,1999-12-12,PHI
1999_14_CAR_GB,1999,1999-12-12,CAR
1999_14_NE_IND,1999,1999-12-12,NE
1999_14_MIN_KC,1999,1999-12-12,MIN
1999_14_STL_NO,1999,1999-12-12,STL
1999_14_MIA_NYJ,1999,1999-12-12,MIA
1999_14_BAL_PIT,1999,1999-12-12,BAL
1999_14_SD_SEA,1999,1999-12-12,SD
1999_14_ATL_SF,1999,1999-12-12,ATL
1999_14_DET_TB,1999,1999-12-12,DET
1999_14_ARI_WAS,1999,1999-12-12,ARI
1999_14_DEN_JAX,1999,1999-12-13,DEN
1999_15_SF_CAR,1999,1999-12-18,SF
1999_15_PIT_KC,1999,1999-12-18,PIT
1999_15_BUF_ARI,1999,1999-12-19,BUF
1999_15_NO_BAL,1999,1999-12-19,NO
1999_15_DET_CHI,1999,1999-12-19,DET
1999_15_JAX_CLE,1999,1999-12-19,JAX
1999_15_NYJ_DAL,1999,1999-12-19,NYJ
1999_15_SEA_DEN,1999,1999-12-19,SEA
1999_15_WAS_IND,1999,1999-12-19,WAS
1999_15_SD_MIA,1999,1999-12-19,SD
1999_15_TB_OAK,1999,1999-12-19,TB
1999_15_NE_PHI,1999,1999-12-19,NE
1999_15_NYG_STL,1999,1999-12-19,NYG
1999_15_ATL_TEN,1999,1999-12-19,ATL
1999_15_GB_MIN,1999,1999-12-20,GB
1999_16_DAL_NO,1999,1999-12-24,DAL
1999_16_DEN_DET,1999,1999-12-25,DEN
1999_16_ARI_ATL,1999,1999-12-26,ARI
1999_16_CIN_BAL,1999,1999-12-26,CIN
1999_16_IND_CLE,1999,1999-12-26,IND
1999_16_BUF_NE,1999,1999-12-26,BUF
1999_16_MIN_NYG,1999,1999-12-26,MIN
1999_16_CAR_PIT,1999,1999-12-26,CAR
1999_16_OAK_SD,1999,1999-12-26,OAK
1999_16_KC_SEA,1999,1999-12-26,KC
1999_16_WAS_SF,1999,1999-12-26,WAS
1999_16_CHI_STL,1999,1999-12-26,CHI
1999_16_GB_TB,1999,1999-12-26,GB
1999_16_JAX_TEN,1999,1999-12-26,JAX
1999_16_NYJ_MIA,1999,1999-12-27,NYJ
1999_17_IND_BUF,1999,2000-01-02,IND
1999_17_NO_CAR,1999,2000-01-02,NO
1999_17_TB_CHI,1999,2000-01-02,TB
1999_17_NYG_DAL,1999,2000-01-02,NYG
1999_17_SD_DEN,1999,2000-01-02,SD
1999_17_ARI_GB,1999,2000-01-02,ARI
1999_17_CIN_JAX,1999,2000-01-02,CIN
1999_17_OAK_KC,1999,2000-01-02,OAK
1999_17_DET_MIN,1999,2000-01-02,DET
1999_17_BAL_NE,1999,2000-01-02,BAL
1999_17_SEA_NYJ,1999,2000-01-02,SEA
1999_17_STL_PHI,1999,2000-01-02,STL
1999_17_TEN_PIT,1999,2000-01-02,TEN
1999_17_MIA_WAS,1999,2000-01-02,MIA
1999_17_SF_ATL,1999,2000-01-03,SF
1999_18_BUF_TEN,1999,2000-01-08,BUF
1999_18_DET_WAS,1999,2000-01-08,DET
1999_18_DAL_MIN,1999,2000-01-09,DAL
1999_18_MIA_SEA,1999,2000-01-09,MIA
1999_19_MIA_JAX,1999,2000-01-15,MIA
1999_19_WAS_TB,1999,2000-01-15,WAS
1999_19_TEN_IND,1999,2000-01-16,TEN
1999_19_MIN_STL,1999,2000-01-16,MIN
1999_20_TEN_JAX,1999,2000-01-23,TEN
1999_20_TB_STL,1999,2000-01-23,TB
1999_21_STL_TEN,1999,2000-01-30,STL
2000_01_SF_ATL,2000,2000-09-03,SF
2000_01_JAX_CLE,2000,2000-09-03,JAX
2000_01_IND_KC,2000,2000-09-03,IND
2000_01_CHI_MIN,2000,2000-09-03,CHI
2000_01_TB_NE,2000,2000-09-03,TB
2000_01_DET_NO,2000,2000-09-03,DET
2000_01_ARI_NYG,2000,2000-09-03,ARI
2000_01_BAL_PIT,2000,2000-09-03,BAL
2000_01_CAR_WAS,2000,2000-09-03,CAR
2000_01_PHI_DAL,2000,2000-09-03,PHI
2000_01_NYJ_GB,2000,2000-09-03,NYJ
2000_01_SEA_MIA,2000,2000-09-03,SEA
2000_01_SD_OAK,2000,2000-09-03,SD
2000_01_TEN_BUF,2000,2000-09-03,TEN
2000_01_DEN_STL,2000,2000-09-04,DEN
2000_02_OAK_IND,2000,2000-09-10,OAK
2000_02_JAX_BAL,2000,2000-09-10,JAX
2000_02_GB_BUF,2000,2000-09-10,GB
2000_02_CLE_CIN,2000,2000-09-10,CLE
2000_02_MIA_MIN,2000,2000-09-10,MIA
2000_02_NYG_PHI,2000,2000-09-10,NYG
2000_02_CHI_TB,2000,2000-09-10,CHI
2000_02_KC_TEN,2000,2000-09-10,KC
2000_02_ATL_DEN,2000,2000-09-10,ATL
2000_02_WAS_DET,2000,2000-09-10,WAS
2000_02_NO_SD,2000,2000-09-10,NO
2000_02_STL_SEA,2000,2000-09-10,STL
2000_02_CAR_SF,2000,2000-09-10,CAR
2000_02_DAL_ARI,2000,2000-09-10,DAL
2000_02_NE_NYJ,2000,2000-09-11,NE
2000_03_ATL_CAR,2000,2000-09-17,ATL
2000_03_PIT_CLE,2000,2000-09-17,PIT
2000_03_TB_DET,2000,2000-09-17,TB
2000_03_PHI_GB,2000,2000-09-17,PHI
2000_03_CIN_JAX,2000,2000-09-17,CIN
2000_03_SD_KC,2000,2000-09-17,SD
2000_03_BUF_NYJ,2000,2000-09-17,BUF
2000_03_SF_STL,2000,2000-09-17,SF
2000_03_DEN_OAK,2000,2000-09-17,DEN
2000_03_NYG_CHI,2000,2000-09-17,NYG
2000_03_MIN_NE,2000,2000-09-17,MIN
2000_03_NO_SEA,2000,2000-09-17,NO
2000_03_BAL_MIA,2000,2000-09-17,BAL
2000_03_DAL_WAS,2000,2000-09-18,DAL
2000_04_STL_ATL,2000,2000-09-24,STL
2000_04_CIN_BAL,2000,2000-09-24,CIN
2000_04_DET_CHI,2000,2000-09-24,DET
2000_04_SF_DAL,2000,2000-09-24,SF
2000_04_NE_MIA,2000,2000-09-24,NE
2000_04_PHI_NO,2000,2000-09-24,PHI
2000_04_TEN_PIT,2000,2000-09-24,TEN
2000_04_GB_ARI,2000,2000-09-24,GB
2000_04_KC_DEN,2000,2000-09-24,KC
2000_04_CLE_OAK,2000,2000-09-24,CLE
2000_04_SEA_SD,2000,2000-09-24,SEA
2000_04_NYJ_TB,2000,2000-09-24,NYJ
2000_04_WAS_NYG,2000,2000-09-24,WAS
2000_04_JAX_IND,2000,2000-09-25,JAX
2000_05_IND_BUF,2000,2000-10-01,IND
2000_05_DAL_CAR,2000,2000-10-01,DAL
2000_05_BAL_CLE,2000,2000-10-01,BAL
2000_05_MIN_DET,2000,2000-10-01,MIN
2000_05_PIT_JAX,2000,2000-10-01,PIT
2000_05_SD_STL,2000,2000-10-01,SD
2000_05_NYG_TEN,2000,2000-10-01,NYG
2000_05_MIA_CIN,2000,2000-10-01,MIA
2000_05_NE_DEN,2000,2000-10-01,NE
2000_05_CHI_GB,2000,2000-10-01,CHI
2000_05_ARI_SF,2000,2000-10-01,ARI
2000_05_TB_WAS,2000,2000-10-01,TB
2000_05_ATL_PHI,2000,2000-10-01,ATL
2000_05_SEA_KC,2000,2000-10-02,SEA
2000_06_NO_CHI,2000,2000-10-08,NO
2000_06_TEN_CIN,2000,2000-10-08,TEN
2000_06_GB_DET,2000,2000-10-08,GB
2000_06_BUF_MIA,2000,2000-10-08,BUF
2000_06_IND_NE,2000,2000-10-08,IND
2000_06_PIT_NYJ,2000,2000-10-08,PIT
2000_06_WAS_PHI,2000,2000-10-08,WAS
2000_06_CLE_ARI,2000,2000-10-08,CLE
2000_06_NYG_ATL,2000,2000-10-08,NYG
2000_06_SEA_CAR,2000,2000-10-08,SEA
2000_06_DEN_SD,2000,2000-10-08,DEN
2000_06_OAK_SF,2000,2000-10-08,OAK
2000_06_BAL_JAX,2000,2000-10-08,BAL
2000_06_TB_MIN,2000,2000-10-09,TB
2000_07_SD_BUF,2000,2000-10-15,SD
2000_07_OAK_KC,2000,2000-10-15,OAK
2000_07_CAR_NO,2000,2000-10-15,CAR
2000_07_DAL_NYG,2000,2000-10-15,DAL
2000_07_CIN_PIT,2000,2000-10-15,CIN
2000_07_ATL_STL,2000,2000-10-15,ATL
2000_07_BAL_WAS,2000,2000-10-15,BAL
2000_07_PHI_ARI,2000,2000-10-15,PHI
2000_07_CLE_DEN,2000,2000-10-15,CLE
2000_07_NYJ_NE,2000,2000-10-15,NYJ
2000_07_IND_SEA,2000,2000-10-15,IND
2000_07_SF_GB,2000,2000-10-15,SF
2000_07_MIN_CHI,2000,2000-10-15,MIN
2000_07_JAX_TEN,2000,2000-10-16,JAX
2000_08_DET_TB,2000,2000-10-19,DET
2000_08_NE_IND,2000,2000-10-22,NE
2000_08_NO_ATL,2000,2000-10-22,NO
2000_08_TEN_BAL,2000,2000-10-22,TEN
2000_08_SF_CAR,2000,2000-10-22,SF
2000_08_DEN_CIN,2000,2000-10-22,DEN
2000_08_ARI_DAL,2000,2000-10-22,ARI
2000_08_STL_KC,2000,2000-10-22,STL
2000_08_BUF_MIN,2000,2000-10-22,BUF
2000_08_CHI_PHI,2000,2000-10-22,CHI
2000_08_SEA_OAK,2000,2000-10-22,SEA
2000_08_CLE_PIT,2000,2000-10-22,CLE
2000_08_WAS_JAX,2000,2000-10-22,WAS
2000_08_MIA_NYJ,2000,2000-10-23,MIA
2000_09_CAR_ATL,2000,2000-10-29,CAR
2000_09_PIT_BAL,2000,2000-10-29,PIT
2000_09_NYJ_BUF,2000,2000-10-29,NYJ
2000_09_CIN_CLE,2000,2000-10-29,CIN
2000_09_DET_IND,2000,2000-10-29,DET
2000_09_GB_MIA,2000,2000-10-29,GB
2000_09_MIN_TB,2000,2000-10-29,MIN
2000_09_NO_ARI,2000,2000-10-29,NO
2000_09_PHI_NYG,2000,2000-10-29,PHI
2000_09_STL_SF,2000,2000-10-29,STL
2000_09_JAX_DAL,2000,2000-10-29,JAX
2000_09_KC_SEA,2000,2000-10-29,KC
2000_09_OAK_SD,2000,2000-10-29,OAK
2000_09_TEN_WAS,2000,2000-10-30,TEN
2000_10_TB_ATL,2000,2000-11-05,TB
2000_10_IND_CHI,2000,2000-11-05,IND
2000_10_BAL_CIN,2000,2000-11-05,BAL
2000_10_NYG_CLE,2000,2000-11-05,NYG
2000_10_MIA_DET,2000,2000-11-05,MIA
2000_10_BUF_NE,2000,2000-11-05,BUF
2000_10_SF_NO,2000,2000-11-05,SF
2000_10_DAL_PHI,2000,2000-11-05,DAL
2000_10_PIT_TEN,2000,2000-11-05,PIT
2000_10_WAS_ARI,2000,2000-11-05,WAS
2000_10_DEN_NYJ,2000,2000-11-05,DEN
2000_10_KC_OAK,2000,2000-11-05,KC
2000_10_SD_SEA,2000,2000-11-05,SD
2000_10_CAR_STL,2000,2000-11-05,CAR
2000_10_MIN_GB,2000,2000-11-06,MIN
2000_11_CHI_BUF,2000,2000-11-12,CHI
2000_11_NO_CAR,2000,2000-11-12,NO
2000_11_CIN_DAL,2000,2000-11-12,CIN
2000_11_ATL_DET,2000,2000-11-12,ATL
2000_11_SEA_JAX,2000,2000-11-12,SEA
2000_11_ARI_MIN,2000,2000-11-12,ARI
2000_11_PHI_PIT,2000,2000-11-12,PHI
2000_11_BAL_TEN,2000,2000-11-12,BAL
2000_11_NE_CLE,2000,2000-11-12,NE
2000_11_MIA_SD,2000,2000-11-12,MIA
2000_11_KC_SF,2000,2000-11-12,KC
2000_11_STL_NYG,2000,2000-11-12,STL
2000_11_GB_TB,2000,2000-11-12,GB
2000_11_NYJ_IND,2000,2000-11-12,NYJ
2000_11_OAK_DEN,2000,2000-11-13,OAK
2000_12_TB_CHI,2000,2000-11-19,TB
2000_12_IND_GB,2000,2000-11-19,IND
2000_12_BUF_KC,2000,2000-11-19,BUF
2000_12_CAR_MIN,2000,2000-11-19,CAR
2000_12_CIN_NE,2000,2000-11-19,CIN
2000_12_OAK_NO,2000,2000-11-19,OAK
2000_12_DET_NYG,2000,2000-11-19,DET
2000_12_ARI_PHI,2000,2000-11-19,ARI
2000_12_CLE_TEN,2000,2000-11-19,CLE
2000_12_SD_DEN,2000,2000-11-19,SD
2000_12_NYJ_MIA,2000,2000-11-19,NYJ
2000_12_DAL_BAL,2000,2000-11-19,DAL
2000_12_ATL_SF,2000,2000-11-19,ATL
2000_12_JAX_PIT,2000,2000-11-19,JAX
2000_12_WAS_STL,2000,2000-11-20,WAS
2000_13_NE_DET,2000,2000-11-23,NE
2000_13_MIN_DAL,2000,2000-11-23,MIN
2000_13_CLE_BAL,2000,2000-11-26,CLE
2000_13_PIT_CIN,2000,2000-11-26,PIT
2000_13_CHI_NYJ,2000,2000-11-26,CHI
2000_13_NO_STL,2000,2000-11-26,NO
2000_13_BUF_TB,2000,2000-11-26,BUF
2000_13_PHI_WAS,2000,2000-11-26,PHI
2000_13_ATL_OAK,2000,2000-11-26,ATL
2000_13_MIA_IND,2000,2000-11-26,MIA
2000_13_TEN_JAX,2000,2000-11-26,TEN
2000_13_KC_SD,2000,2000-11-26,KC
2000_13_DEN_SEA,2000,2000-11-26,DEN
2000_13_NYG_ARI,2000,2000-11-26,NYG
2000_13_GB_CAR,2000,2000-11-27,GB
2000_14_DET_MIN,2000,2000-11-30,DET
2000_14_SEA_ATL,2000,2000-12-03,SEA
2000_14_MIA_BUF,2000,2000-12-03,MIA
2000_14_STL_CAR,2000,2000-12-03,STL
2000_14_ARI_CIN,2000,2000-12-03,ARI
2000_14_DEN_NO,2000,2000-12-03,DEN
2000_14_TEN_PHI,2000,2000-12-03,TEN
2000_14_OAK_PIT,2000,2000-12-03,OAK
2000_14_DAL_TB,2000,2000-12-03,DAL
2000_14_NYG_WAS,2000,2000-12-03,NYG
2000_14_SF_SD,2000,2000-12-03,SF
2000_14_CLE_JAX,2000,2000-12-03,CLE
2000_14_IND_NYJ,2000,2000-12-03,IND
2000_14_GB_CHI,2000,2000-12-03,GB
2000_14_KC_NE,2000,2000-12-04,KC
2000_15_SD_BAL,2000,2000-12-10,SD
2000_15_NE_CHI,2000,2000-12-10,NE
2000_15_PHI_CLE,2000,2000-12-10,PHI
2000_15_DET_GB,2000,2000-12-10,DET
2000_15_ARI_JAX,2000,2000-12-10,ARI
2000_15_CAR_KC,2000,2000-12-10,CAR
2000_15_TB_MIA,2000,2000-12-10,TB
2000_15_PIT_NYG,2000,2000-12-10,PIT
2000_15_CIN_TEN,2000,2000-12-10,CIN
2000_15_SEA_DEN,2000,2000-12-10,SEA
2000_15_WAS_DAL,2000,2000-12-10,WAS
2000_15_NO_SF,2000,2000-12-10,NO
2000_15_MIN_STL,2000,2000-12-10,MIN
2000_15_NYJ_OAK,2000,2000-12-10,NYJ
2000_15_BUF_IND,2000,2000-12-11,BUF
2000_16_WAS_PIT,2000,2000-12-16,WAS
2000_16_OAK_SEA,2000,2000-12-16,OAK
2000_16_NE_BUF,2000,2000-12-17,NE
2000_16_SD_CAR,2000,2000-12-17,SD
2000_16_JAX_CIN,2000,2000-12-17,JAX
2000_16_TEN_CLE,2000,2000-12-17,TEN
2000_16_DEN_KC,2000,2000-12-17,DEN
2000_16_GB_MIN,2000,2000-12-17,GB
2000_16_ATL_NO,2000,2000-12-17,ATL
2000_16_DET_NYJ,2000,2000-12-17,DET
2000_16_CHI_SF,2000,2000-12-17,CHI
2000_16_BAL_ARI,2000,2000-12-17,BAL
2000_16_IND_MIA,2000,2000-12-17,IND
2000_16_NYG_DAL,2000,2000-12-17,NYG
2000_16_STL_TB,2000,2000-12-18,STL
2000_17_JAX_NYG,2000,2000-12-23,JAX
2000_17_SF_DEN,2000,2000-12-23,SF
2000_17_BUF_SEA,2000,2000-12-23,BUF
2000_17_KC_ATL,2000,2000-12-24,KC
2000_17_NYJ_BAL,2000,2000-12-24,NYJ
2000_17_CHI_DET,2000,2000-12-24,CHI
2000_17_TB_GB,2000,2000-12-24,TB
2000_17_MIA_NE,2000,2000-12-24,MIA
2000_17_STL_NO,2000,2000-12-24,STL
2000_17_CIN_PHI,2000,2000-12-24,CIN
2000_17_ARI_WAS,2000,2000-12-24,ARI
2000_17_PIT_SD,2000,2000-12-24,PIT
2000_17_MIN_IND,2000,2000-12-24,MIN
2000_17_CAR_OAK,2000,2000-12-24,CAR
2000_17_DAL_TEN,2000,2000-12-25,DAL
2000_18_IND_MIA,2000,2000-12-30,IND
2000_18_STL_NO,2000,2000-12-30,STL
2000_18_DEN_BAL,2000,2000-12-31,DEN
2000_18_TB_PHI,2000,2000-12-31,TB
2000_19_NO_MIN,2000,2001-01-06,NO
2000_19_MIA_OAK,2000,2001-01-06,MIA
2000_19_BAL_TEN,2000,2001-01-07,BAL
2000_19_PHI_NYG,2000,2001-01-07,PHI
2000_20_MIN_NYG,2000,2001-01-14,MIN
2000_20_BAL_OAK,2000,2001-01-14,BAL
2000_21_BAL_NYG,2000,2001-01-28,BAL
2001_01_CHI_BAL,2001,2001-09-09,CHI
2001_01_NO_BUF,2001,2001-09-09,NO
2001_01_NE_CIN,2001,2001-09-09,NE
2001_01_SEA_CLE,2001,2001-09-09,SEA
2001_01_TB_DAL,2001,2001-09-09,TB
2001_01_DET_GB,2001,2001-09-09,DET
2001_01_PIT_JAX,2001,2001-09-09,PIT
2001_01_OAK_KC,2001,2001-09-09,OAK
2001_01_CAR_MIN,2001,2001-09-09,CAR
2001_01_IND_NYJ,2001,2001-09-09,IND
2001_01_STL_PHI,2001,2001-09-09,STL
2001_01_WAS_SD,2001,2001-09-09,WAS
2001_01_ATL_SF,2001,2001-09-09,ATL
2001_01_MIA_TEN,2001,2001-09-09,MIA
2001_01_NYG_DEN,2001,2001-09-10,NYG
2001_02_CAR_ATL,2001,2001-09-23,CAR
2001_02_MIN_CHI,2001,2001-09-23,MIN
